X	y
-1.000000000000000000e+01	3.564860585207265675e+00
-9.949999999999999289e+00	3.574275279552293849e+00
-9.899999999999998579e+00	3.582821968306210803e+00
-9.849999999999997868e+00	3.590452447628337929e+00
-9.799999999999997158e+00	3.597112145782128234e+00
-9.749999999999996447e+00	3.602750937173833989e+00
-9.699999999999995737e+00	3.607318389211279008e+00
-9.649999999999995026e+00	3.610767650211994528e+00
-9.599999999999994316e+00	3.613051226013490602e+00
-9.549999999999993605e+00	3.614126531694665800e+00
-9.499999999999992895e+00	3.613949758785809596e+00
-9.449999999999992184e+00	3.612480544465954235e+00
-9.399999999999991473e+00	3.609683853457005043e+00
-9.349999999999990763e+00	3.605519657311837101e+00
-9.299999999999990052e+00	3.599957164298232204e+00
-9.249999999999989342e+00	3.592964185114286835e+00
-9.199999999999988631e+00	3.584513142585472600e+00
-9.149999999999987921e+00	3.574576892196581035e+00
-9.099999999999987210e+00	3.563131688040942269e+00
-9.049999999999986500e+00	3.550157315894288956e+00
-8.999999999999985789e+00	3.535634370081884637e+00
-8.949999999999985079e+00	3.519548308634063538e+00
-8.899999999999984368e+00	3.501885007989223642e+00
-8.849999999999983658e+00	3.482634171431452597e+00
-8.799999999999982947e+00	3.461788178035726915e+00
-8.749999999999982236e+00	3.439342320679712905e+00
-8.699999999999981526e+00	3.415294429163697298e+00
-8.649999999999980815e+00	3.389645542637890419e+00
-8.599999999999980105e+00	3.362396664436011040e+00
-8.549999999999979394e+00	3.333557605681985336e+00
-8.499999999999978684e+00	3.303133821143178661e+00
-8.449999999999977973e+00	3.271138150492590935e+00
-8.399999999999977263e+00	3.237583528186155135e+00
-8.349999999999976552e+00	3.202487809049133993e+00
-8.299999999999975842e+00	3.165869393387231945e+00
-8.249999999999975131e+00	3.127749990242668865e+00
-8.199999999999974420e+00	3.088153250549318329e+00
-8.149999999999973710e+00	3.047106539759770971e+00
-8.099999999999972999e+00	3.004638483520960524e+00
-8.049999999999972289e+00	2.960779828742847730e+00
-7.999999999999971578e+00	2.915564587619549730e+00
-7.949999999999970868e+00	2.869026902613319052e+00
-7.899999999999970157e+00	2.821205052443179095e+00
-7.849999999999969447e+00	2.772138903540318999e+00
-7.799999999999968736e+00	2.721868556142396756e+00
-7.749999999999968026e+00	2.670438727941220058e+00
-7.699999999999967315e+00	2.617892660696690132e+00
-7.649999999999966604e+00	2.564277583310456077e+00
-7.599999999999965894e+00	2.509641021898705748e+00
-7.549999999999965183e+00	2.454032452822125343e+00
-7.499999999999964473e+00	2.397502582988103370e+00
-7.449999999999963762e+00	2.340103364582735601e+00
-7.399999999999963052e+00	2.281886457857086548e+00
-7.349999999999962341e+00	2.222905865757380806e+00
-7.299999999999961631e+00	2.163217895035477234e+00
-7.249999999999960920e+00	2.102876599893382714e+00
-7.199999999999960210e+00	2.041938513310915582e+00
-7.149999999999959499e+00	1.980459669024250191e+00
-7.099999999999958789e+00	1.918498179900223644e+00
-7.049999999999958078e+00	1.856111062606049744e+00
-6.999999999999957367e+00	1.793355184952554415e+00
-6.949999999999956657e+00	1.730289498948193838e+00
-6.899999999999955946e+00	1.666971353016229340e+00
-6.849999999999955236e+00	1.603458311604793796e+00
-6.799999999999954525e+00	1.539807145677764222e+00
-6.749999999999953815e+00	1.476076047234534006e+00
-6.699999999999953104e+00	1.412321842201624156e+00
-6.649999999999952394e+00	1.348599706709080470e+00
-6.599999999999951683e+00	1.284967126409443106e+00
-6.549999999999950973e+00	1.221477436292938368e+00
-6.499999999999950262e+00	1.158185698719449874e+00
-6.449999999999949551e+00	1.095145019849596446e+00
-6.399999999999948841e+00	1.032408177922100823e+00
-6.349999999999948130e+00	9.700274206219267059e-01
-6.299999999999947420e+00	9.080518991826376229e-01
-6.249999999999946709e+00	8.465313814597158482e-01
-6.199999999999945999e+00	7.855137163229979347e-01
-6.149999999999945288e+00	7.250464172836168508e-01
-6.099999999999944578e+00	6.651742482263738321e-01
-6.049999999999943867e+00	6.059416204943122164e-01
-5.999999999999943157e+00	5.473902902085783229e-01
-5.949999999999942446e+00	4.895624342508237969e-01
-5.899999999999941735e+00	4.324972570363557756e-01
-5.849999999999941025e+00	3.762322930587641556e-01
-5.799999999999940314e+00	3.208043016183054208e-01
-5.749999999999939604e+00	2.662476130414916931e-01
-5.699999999999938893e+00	2.125958067575108856e-01
-5.649999999999938183e+00	1.598794758422074080e-01
-5.599999999999937472e+00	1.081285836949433810e-01
-5.549999999999936762e+00	5.736992862577217078e-02
-5.499999999999936051e+00	7.631462683694856253e-03
-5.449999999999935341e+00	-4.106515615269956676e-02
-5.399999999999934630e+00	-8.869576532793854717e-02
-5.349999999999933920e+00	-1.352397860651985972e-01
-5.299999999999933209e+00	-1.806782219363208819e-01
-5.249999999999932498e+00	-2.249949137404172461e-01
-5.199999999999931788e+00	-2.681740521276723133e-01
-5.149999999999931077e+00	-3.102020158275126116e-01
-5.099999999999930367e+00	-3.510670564403444160e-01
-5.049999999999929656e+00	-3.907597740438878420e-01
-4.999999999999928946e+00	-4.292709221793069574e-01
-4.949999999999928235e+00	-4.665947750551724393e-01
-4.899999999999927525e+00	-5.027262570798072261e-01
-4.849999999999926814e+00	-5.376617684828115529e-01
-4.799999999999926104e+00	-5.713995905912487849e-01
-4.749999999999925393e+00	-6.039400074187684098e-01
-4.699999999999924682e+00	-6.352847998260789941e-01
-4.649999999999923972e+00	-6.654359475512732214e-01
-4.599999999999923261e+00	-6.943988908534257654e-01
-4.549999999999922551e+00	-7.221789291575371195e-01
-4.499999999999921840e+00	-7.487845629366762790e-01
-4.449999999999921130e+00	-7.742235444231277963e-01
-4.399999999999920419e+00	-7.985052774031549117e-01
-4.349999999999919709e+00	-8.216425619012556192e-01
-4.299999999999918998e+00	-8.436472760267300641e-01
-4.249999999999918288e+00	-8.645319378124014520e-01
-4.199999999999917577e+00	-8.843126276205091063e-01
-4.149999999999916866e+00	-9.030044529745876458e-01
-4.099999999999916156e+00	-9.206244057177115359e-01
-4.049999999999915445e+00	-9.371905653918357615e-01
-3.999999999999914735e+00	-9.527205029851899543e-01
-3.949999999999914024e+00	-9.672337085272839641e-01
-3.899999999999913314e+00	-9.807514406301125476e-01
-3.849999999999912603e+00	-9.932935205759281239e-01
-3.799999999999911893e+00	-1.004881758778683576e+00
-3.749999999999911182e+00	-1.015538041978302886e+00
-3.699999999999910472e+00	-1.025284864070286961e+00
-3.649999999999909761e+00	-1.034145206734559341e+00
-3.599999999999909051e+00	-1.042142824140350532e+00
-3.549999999999908340e+00	-1.049300624290516293e+00
-3.499999999999907629e+00	-1.055643312657649213e+00
-3.449999999999906919e+00	-1.061194369361648793e+00
-3.399999999999906208e+00	-1.065977935552156808e+00
-3.349999999999905498e+00	-1.070019029185832249e+00
-3.299999999999904787e+00	-1.073341317184149046e+00
-3.249999999999904077e+00	-1.075969549184128571e+00
-3.199999999999903366e+00	-1.077926750501388753e+00
-3.149999999999902656e+00	-1.079237445739980483e+00
-3.099999999999901945e+00	-1.079925555369919188e+00
-3.049999999999901235e+00	-1.080013647733502280e+00
-2.999999999999900524e+00	-1.079524906704308673e+00
-2.949999999999899813e+00	-1.078482127803816359e+00
-2.899999999999899103e+00	-1.076906468044695586e+00
-2.849999999999898392e+00	-1.074820099020750597e+00
-2.799999999999897682e+00	-1.072243961570592763e+00
-2.749999999999896971e+00	-1.069196479032464175e+00
-2.699999999999896261e+00	-1.065699784819995610e+00
-2.649999999999895550e+00	-1.061770464928144975e+00
-2.599999999999894840e+00	-1.057427117763478419e+00
-2.549999999999894129e+00	-1.052687160136483335e+00
-2.499999999999893419e+00	-1.047565845739506951e+00
-2.449999999999892708e+00	-1.042079192178468450e+00
-2.399999999999891998e+00	-1.036240768280566549e+00
-2.349999999999891287e+00	-1.030065131285863744e+00
-2.299999999999890576e+00	-1.023563551225397550e+00
-2.249999999999889866e+00	-1.016747305002388746e+00
-2.199999999999889155e+00	-1.009626900112248649e+00
-2.149999999999888445e+00	-1.002211508550451047e+00
-2.099999999999887734e+00	-9.945087180621221545e-01
-2.049999999999887024e+00	-9.865261830888389927e-01
-1.999999999999886313e+00	-9.782689904194570296e-01
-1.949999999999885603e+00	-9.697424130064096204e-01
-1.899999999999884892e+00	-9.609496616595503138e-01
-1.849999999999884182e+00	-9.518935978243078244e-01
-1.799999999999883471e+00	-9.425758472458771742e-01
-1.749999999999882760e+00	-9.329959664532414543e-01
-1.699999999999882050e+00	-9.231535029651474211e-01
-1.649999999999881339e+00	-9.130468482511318040e-01
-1.599999999999880629e+00	-9.026726557214084234e-01
-1.549999999999879918e+00	-8.920283937163459020e-01
-1.499999999999879208e+00	-8.811082872914798303e-01
-1.449999999999878497e+00	-8.699067823723279913e-01
-1.399999999999877787e+00	-8.584177813052304984e-01
-1.349999999999877076e+00	-8.466332825449109922e-01
-1.299999999999876366e+00	-8.345452882579782461e-01
-1.249999999999875655e+00	-8.221453354992647178e-01
-1.199999999999874944e+00	-8.094231739352941712e-01
-1.149999999999874234e+00	-7.963686757119512460e-01
-1.099999999999873523e+00	-7.829710272396118720e-01
-1.049999999999872813e+00	-7.692187485226997801e-01
-9.999999999998721023e-01	-7.551007746208189264e-01
-9.499999999998713918e-01	-7.406033153661409907e-01
-8.999999999998706812e-01	-7.257147706822528743e-01
-8.499999999998699707e-01	-7.104227337228101735e-01
-7.999999999998692601e-01	-6.947134721419223613e-01
-7.499999999998685496e-01	-6.785736222980840449e-01
-6.999999999998678391e-01	-6.619907953871349005e-01
-6.499999999998671285e-01	-6.449511318508727165e-01
-5.999999999998664180e-01	-6.274418368976673044e-01
-5.499999999998657074e-01	-6.094499492492357895e-01
-4.999999999998649969e-01	-5.909623501932386169e-01
-4.499999999998642863e-01	-5.719664755736658668e-01
-3.999999999998635758e-01	-5.524508744744137667e-01
-3.499999999998628653e-01	-5.324038097990038132e-01
-2.999999999998621547e-01	-5.118136305328296887e-01
-2.499999999998614442e-01	-4.906699909327844611e-01
-1.999999999998607336e-01	-4.689629142722348543e-01
-1.499999999998600231e-01	-4.466828660535731577e-01
-9.999999999985931254e-02	-4.238212245976352710e-01
-4.999999999985860200e-02	-4.003701778374373355e-01
1.421085471520200372e-13	-3.763225878392750801e-01
5.000000000014281909e-02	-3.516731599249245943e-01
