X	y
-1.000000000000000000e+01	-6.305778768631382647e-01
-9.949999999999999289e+00	-2.078828299092432275e-01
-9.899999999999998579e+00	3.552488578992325507e-01
-9.849999999999997868e+00	8.797879738282130546e-01
-9.799999999999997158e+00	1.188953155567143760e+00
-9.749999999999996447e+00	1.178268328030979806e+00
-9.699999999999995737e+00	8.470602177016597345e-01
-9.649999999999995026e+00	2.865827320059348704e-01
-9.599999999999994316e+00	-3.562735826107473747e-01
-9.549999999999993605e+00	-9.192597254572594245e-01
-9.499999999999992895e+00	-1.261062491693540677e+00
-9.449999999999992184e+00	-1.294925438509649807e+00
-9.399999999999991473e+00	-1.016018822027580315e+00
-9.349999999999990763e+00	-5.061158336349975695e-01
-9.299999999999990052e+00	1.013367241792628159e-01
-9.249999999999989342e+00	6.859349806363174151e-01
-9.199999999999988631e+00	1.192438387277621414e+00
-9.149999999999987921e+00	1.630462920936950555e+00
-9.099999999999987210e+00	2.026229583270092061e+00
-9.049999999999986500e+00	2.373368274625475838e+00
-8.999999999999985789e+00	2.626406734618287331e+00
-8.949999999999985079e+00	2.738401046609173939e+00
-8.899999999999984368e+00	2.705335687740468842e+00
-8.849999999999983658e+00	2.576680303890058976e+00
-8.799999999999982947e+00	2.421729483723739751e+00
-8.749999999999982236e+00	2.280509027819694445e+00
-8.699999999999981526e+00	2.142408962553627561e+00
-8.649999999999980815e+00	1.968492945679000572e+00
-8.599999999999980105e+00	1.728086283992464001e+00
-8.549999999999979394e+00	1.406954754605961977e+00
-8.499999999999978684e+00	9.822627902217028195e-01
-8.449999999999977973e+00	4.048765595383873039e-01
-8.399999999999977263e+00	-3.736611652865369226e-01
-8.349999999999976552e+00	-1.341020088692489676e+00
-8.299999999999975842e+00	-2.380460817939899609e+00
-8.249999999999975131e+00	-3.283867475864741259e+00
-8.199999999999974420e+00	-3.824001660304672257e+00
-8.149999999999973710e+00	-3.857936089037182992e+00
-8.099999999999972999e+00	-3.416571224389217676e+00
-8.049999999999972289e+00	-2.726775154133986412e+00
-7.999999999999971578e+00	-2.129410710869856782e+00
-7.949999999999970868e+00	-1.915403033366813279e+00
-7.899999999999970157e+00	-2.173149288436272641e+00
-7.849999999999969447e+00	-2.753751291865903728e+00
-7.799999999999968736e+00	-3.382265374036473204e+00
-7.749999999999968026e+00	-3.830710132623218023e+00
-7.699999999999967315e+00	-4.024695137818519619e+00
-7.649999999999966604e+00	-4.021482862573445338e+00
-7.599999999999965894e+00	-3.906802992107647476e+00
-7.549999999999965183e+00	-3.708700299901727782e+00
-7.499999999999964473e+00	-3.386903020315787938e+00
-7.449999999999963762e+00	-2.883005202306742731e+00
-7.399999999999963052e+00	-2.179194362994933520e+00
-7.349999999999962341e+00	-1.324692130536476053e+00
-7.299999999999961631e+00	-4.196485314825668667e-01
-7.249999999999960920e+00	4.282065763671616399e-01
-7.199999999999960210e+00	1.145499936991087875e+00
-7.149999999999959499e+00	1.709995197606482664e+00
-7.099999999999958789e+00	2.140341153218875192e+00
-7.049999999999958078e+00	2.475337100564086512e+00
-6.999999999999957367e+00	2.754122532388865618e+00
-6.949999999999956657e+00	2.993773698346359424e+00
-6.899999999999955946e+00	3.164893362708253388e+00
-6.849999999999955236e+00	3.186813856690063673e+00
-6.799999999999954525e+00	2.964892534703229110e+00
-6.749999999999953815e+00	2.456595622616628560e+00
-6.699999999999953104e+00	1.715983307339155495e+00
-6.649999999999952394e+00	8.756221839211582036e-01
-6.599999999999951683e+00	7.828051809540959027e-02
-6.549999999999950973e+00	-5.859323662477669004e-01
-6.499999999999950262e+00	-1.092021592669547125e+00
-6.449999999999949551e+00	-1.447417971323476937e+00
-6.399999999999948841e+00	-1.656676881184887096e+00
-6.349999999999948130e+00	-1.718155036817889059e+00
-6.299999999999947420e+00	-1.649365212611334952e+00
-6.249999999999946709e+00	-1.508714958745400736e+00
-6.199999999999945999e+00	-1.385230515580632371e+00
