X	y
-1.000000000000000000e+01	-4.665934489159004883e-01
-9.949999999999999289e+00	-4.785640529667054555e-01
-9.899999999999998579e+00	-4.897845823320645664e-01
-9.849999999999997868e+00	-5.002775178926874844e-01
-9.799999999999997158e+00	-5.100664096886535770e-01
-9.749999999999996447e+00	-5.191746728102624164e-01
-9.699999999999995737e+00	-5.276274797192130883e-01
-9.649999999999995026e+00	-5.354489659881029873e-01
-9.599999999999994316e+00	-5.426652243734297887e-01
-9.549999999999993605e+00	-5.493012037917761603e-01
-9.499999999999992895e+00	-5.553831631584715822e-01
-9.449999999999992184e+00	-5.609372357805988418e-01
-9.399999999999991473e+00	-5.659893031254026319e-01
-9.349999999999990763e+00	-5.705661842968652309e-01
-9.299999999999990052e+00	-5.746927923670059890e-01
-9.249999999999989342e+00	-5.783950543930411747e-01
-9.199999999999988631e+00	-5.816987683246559460e-01
-9.149999999999987921e+00	-5.846286577647212823e-01
-9.099999999999987210e+00	-5.872094744773532771e-01
-9.049999999999986500e+00	-5.894651685973442135e-01
-8.999999999999985789e+00	-5.914197836251600116e-01
-8.949999999999985079e+00	-5.930960676041467927e-01
-8.899999999999984368e+00	-5.945152548857479680e-01
-8.849999999999983658e+00	-5.956994570925111532e-01
-8.799999999999982947e+00	-5.966688924001393168e-01
-8.749999999999982236e+00	-5.974429117332462624e-01
-8.699999999999981526e+00	-5.980400070234432874e-01
-8.649999999999980815e+00	-5.984781615737952976e-01
-8.599999999999980105e+00	-5.987729833084021180e-01
-8.549999999999979394e+00	-5.989407787582976539e-01
-8.499999999999978684e+00	-5.989949460452725916e-01
-8.449999999999977973e+00	-5.989477657411379496e-01
-8.399999999999977263e+00	-5.988103707126328779e-01
-8.349999999999976552e+00	-5.985950914476569906e-01
-8.299999999999975842e+00	-5.983091829849080945e-01
-8.249999999999975131e+00	-5.979641006377209855e-01
-8.199999999999974420e+00	-5.975601427851575664e-01
-8.149999999999973710e+00	-5.971073524168626356e-01
-8.099999999999972999e+00	-5.966084728551939165e-01
-8.049999999999972289e+00	-5.960642608119450792e-01
-7.999999999999971578e+00	-5.954792915758835292e-01
-7.949999999999970868e+00	-5.948514452727331481e-01
-7.899999999999970157e+00	-5.941790829918027761e-01
-7.849999999999969447e+00	-5.934603937796301132e-01
-7.799999999999968736e+00	-5.926932258892847472e-01
-7.749999999999968026e+00	-5.918716173714542172e-01
-7.699999999999967315e+00	-5.909888407017662715e-01
-7.649999999999966604e+00	-5.900404971803587806e-01
-7.599999999999965894e+00	-5.890152959934900068e-01
-7.549999999999965183e+00	-5.879078042892920131e-01
-7.499999999999964473e+00	-5.867077969375524837e-01
-7.449999999999963762e+00	-5.854039015165581894e-01
-7.399999999999963052e+00	-5.839843626667433618e-01
-7.349999999999962341e+00	-5.824402090118065978e-01
-7.299999999999961631e+00	-5.807566099107064339e-01
-7.249999999999960920e+00	-5.789227097359486152e-01
-7.199999999999960210e+00	-5.769237964777729211e-01
-7.149999999999959499e+00	-5.747470416414111050e-01
-7.099999999999958789e+00	-5.723794272917954729e-01
-7.049999999999958078e+00	-5.698065692444171937e-01
-6.999999999999957367e+00	-5.670138842787784128e-01
-6.949999999999956657e+00	-5.639897759955374568e-01
-6.899999999999955946e+00	-5.607191973919412042e-01
-6.849999999999955236e+00	-5.571890240352779244e-01
-6.799999999999954525e+00	-5.533858636562873912e-01
-6.749999999999953815e+00	-5.492986876869561108e-01
-6.699999999999953104e+00	-5.449141316705476967e-01
-6.649999999999952394e+00	-5.402211304352730892e-01
-6.599999999999951683e+00	-5.352093191173752373e-01
-6.549999999999950973e+00	-5.298686564963128731e-01
-6.499999999999950262e+00	-5.241902321068327986e-01
-6.449999999999949551e+00	-5.181658171342045094e-01
-6.399999999999948841e+00	-5.117885911967294810e-01
-6.349999999999948130e+00	-5.050525731872848034e-01
-6.299999999999947420e+00	-4.979530160655358806e-01
-6.249999999999946709e+00	-4.904858314492805960e-01
-6.199999999999945999e+00	-4.826494225290391960e-01
-6.149999999999945288e+00	-4.744420964575155608e-01
-6.099999999999944578e+00	-4.658650633729237711e-01
-6.049999999999943867e+00	-4.569196265581361160e-01
-5.999999999999943157e+00	-4.476087229859326833e-01
-5.949999999999942446e+00	-4.379377230975078916e-01
