X	y
-1.000000000000000000e+01	-1.954218222576948438e+00
-9.949999999999999289e+00	-2.057194026328441172e+00
-9.899999999999998579e+00	-2.158503927614586981e+00
-9.849999999999997868e+00	-2.258100069496820073e+00
-9.799999999999997158e+00	-2.355935507326079481e+00
-9.749999999999996447e+00	-2.451964154495084980e+00
-9.699999999999995737e+00	-2.546144716397539476e+00
-9.649999999999995026e+00	-2.638436719763023852e+00
-9.599999999999994316e+00	-2.728802261568801235e+00
-9.549999999999993605e+00	-2.817205553584585243e+00
-9.499999999999992895e+00	-2.903611268923804278e+00
-9.449999999999992184e+00	-2.987987617589629163e+00
-9.399999999999991473e+00	-3.070305428050713825e+00
-9.349999999999990763e+00	-3.150536131464519496e+00
-9.299999999999990052e+00	-3.228653690979751634e+00
-9.249999999999989342e+00	-3.304633173722087314e+00
-9.199999999999988631e+00	-3.378453789322594769e+00
-9.149999999999987921e+00	-3.450095336141189684e+00
-9.099999999999987210e+00	-3.519538806439605150e+00
-9.049999999999986500e+00	-3.586767401776183029e+00
-8.999999999999985789e+00	-3.651766990717642880e+00
-8.949999999999985079e+00	-3.714524192231118960e+00
-8.899999999999984368e+00	-3.775029286011179153e+00
-8.849999999999983658e+00	-3.833271762814199679e+00
-8.799999999999982947e+00	-3.889244541487041129e+00
-8.749999999999982236e+00	-3.942941791303185006e+00
-8.699999999999981526e+00	-3.994359601655059766e+00
-8.649999999999980815e+00	-4.043494812465428190e+00
-8.599999999999980105e+00	-4.090347950514169995e+00
-8.549999999999979394e+00	-4.134919305150447144e+00
-8.499999999999978684e+00	-4.177210326722599731e+00
-8.449999999999977973e+00	-4.217227515716455599e+00
-8.399999999999977263e+00	-4.254973539419577122e+00
-8.349999999999976552e+00	-4.290458182510406004e+00
-8.299999999999975842e+00	-4.323689877287351990e+00
-8.249999999999975131e+00	-4.354677303263067678e+00
-8.199999999999974420e+00	-4.383434048695418639e+00
-8.149999999999973710e+00	-4.409972176501657515e+00
-8.099999999999972999e+00	-4.434308036271033870e+00
-8.049999999999972289e+00	-4.456455948008705370e+00
-7.999999999999971578e+00	-4.476434371936974799e+00
-7.949999999999970868e+00	-4.494262091925735447e+00
-7.899999999999970157e+00	-4.509960125184212743e+00
-7.849999999999969447e+00	-4.523551586469740649e+00
-7.799999999999968736e+00	-4.535054675530087565e+00
-7.749999999999968026e+00	-4.544498803048043989e+00
-7.699999999999967315e+00	-4.551907356888176714e+00
-7.649999999999966604e+00	-4.557307931093425246e+00
-7.599999999999965894e+00	-4.560728862286442364e+00
-7.549999999999965183e+00	-4.562198780896252970e+00
-7.499999999999964473e+00	-4.561749780222879025e+00
-7.449999999999963762e+00	-4.559412937358986895e+00
-7.399999999999963052e+00	-4.555220842481368493e+00
-7.349999999999962341e+00	-4.549206883870053453e+00
-7.299999999999961631e+00	-4.541407180428959300e+00
-7.249999999999960920e+00	-4.531857898538484974e+00
-7.199999999999960210e+00	-4.520595745080326466e+00
-7.149999999999959499e+00	-4.507658045925330370e+00
