X	y
-1.000000000000000000e+01	6.185656571512015311e+00
-9.949999999999999289e+00	6.240918566246642207e+00
-9.899999999999998579e+00	6.295589207262847431e+00
-9.849999999999997868e+00	6.349606805027258716e+00
-9.799999999999997158e+00	6.402911285237844474e+00
-9.749999999999996447e+00	6.455441572905819214e+00
-9.699999999999995737e+00	6.507133682886296455e+00
-9.649999999999995026e+00	6.557926785786606594e+00
-9.599999999999994316e+00	6.607755972980557502e+00
-9.549999999999993605e+00	6.656557786336912308e+00
-9.499999999999992895e+00	6.704266524228325252e+00
-9.449999999999992184e+00	6.750819954525167255e+00
-9.399999999999991473e+00	6.796151134168993302e+00
-9.349999999999990763e+00	6.840195461490291784e+00
-9.299999999999990052e+00	6.882888007973263278e+00
-9.249999999999989342e+00	6.924163629054962854e+00
-9.199999999999988631e+00	6.963957978516694958e+00
-9.149999999999987921e+00	7.002206280400356420e+00
-9.099999999999987210e+00	7.038844573925327808e+00
-9.049999999999986500e+00	7.073809558877889536e+00
-8.999999999999985789e+00	7.107037820927012639e+00
-8.949999999999985079e+00	7.138467502754557437e+00
-8.899999999999984368e+00	7.168038458132071078e+00
-8.849999999999983658e+00	7.195689089242550907e+00
-8.799999999999982947e+00	7.221359791321490640e+00
-8.749999999999982236e+00	7.244993944761097815e+00
-8.699999999999981526e+00	7.266535712786090784e+00
-8.649999999999980815e+00	7.285925679822271128e+00
-8.599999999999980105e+00	7.303113697459110654e+00
-8.549999999999979394e+00	7.318045417620539617e+00
-8.499999999999978684e+00	7.330671323506968484e+00
-8.449999999999977973e+00	7.340942947475930680e+00
-8.399999999999977263e+00	7.348810418327879290e+00
-8.349999999999976552e+00	7.354231434699400438e+00
-8.299999999999975842e+00	7.357162004586317749e+00
-8.249999999999975131e+00	7.357560104099675868e+00
-8.199999999999974420e+00	7.355388514104268083e+00
-8.149999999999973710e+00	7.350608972465337843e+00
-8.099999999999972999e+00	7.343187029028277912e+00
-8.049999999999972289e+00	7.333091747816927963e+00
-7.999999999999971578e+00	7.320293421227697550e+00
-7.949999999999970868e+00	7.304764136536923580e+00
-7.899999999999970157e+00	7.286479799912428668e+00
-7.849999999999969447e+00	7.265417739867181979e+00
-7.799999999999968736e+00	7.241559035394389277e+00
-7.749999999999968026e+00	7.214885752109791994e+00
-7.699999999999967315e+00	7.185385295741589573e+00
-7.649999999999966604e+00	7.153044849814040873e+00
-7.599999999999965894e+00	7.117856185212823483e+00
-7.549999999999965183e+00	7.079813890462894221e+00
-7.499999999999964473e+00	7.038912849935700322e+00
-7.449999999999963762e+00	6.995153894186898924e+00
-7.399999999999963052e+00	6.948539168555890377e+00
-7.349999999999962341e+00	6.899073627120094976e+00
-7.299999999999961631e+00	6.846764892234868505e+00
-7.249999999999960920e+00	6.791623854935366467e+00
-7.199999999999960210e+00	6.733664200202164274e+00
-7.149999999999959499e+00	6.672901002915844870e+00
-7.099999999999958789e+00	6.609353036705366335e+00
-7.049999999999958078e+00	6.543044645382240176e+00
-6.999999999999957367e+00	6.473996775557277594e+00
-6.949999999999956657e+00	6.402238584773185082e+00
-6.899999999999955946e+00	6.327799343977945412e+00
-6.849999999999955236e+00	6.250710975600098251e+00
-6.799999999999954525e+00	6.171008609729239147e+00
-6.749999999999953815e+00	6.088731592997081776e+00
-6.699999999999953104e+00	6.003918165443048238e+00
-6.649999999999952394e+00	5.916612208872098932e+00
-6.599999999999951683e+00	5.826857977644113618e+00
-6.549999999999950973e+00	5.734704285348315445e+00
-6.499999999999950262e+00	5.640201334616181228e+00
-6.449999999999949551e+00	5.543401251809728869e+00
